0,0,-1.5707963267949,0,-1.5707963267949,0,0,6.66133814775094e-15,0,2.22044604925031e-14,-2.66453525910038e-15,-1.55431223447522e-14,6.21724893790088e-15,-1.33226762955019e-15,4.44089209850063e-16,4.44089209850063e-16,-4.44089209850063e-16,0,-8.88178419700125e-16
0.2,-0.00336805221784209,-1.57693394733407,-0.00564123062554334,-1.57738695429808,-0.00714773924889256,-0.00774586265727528,-0.0515313154793944,-0.0924726416135173,-0.0866954582176502,-0.0995303219109021,-0.10892168344055,-0.118103693288418,-0.534477050634201,-0.931195211419741,-0.906812028578859,-1.00692960249365,-1.12124150137069,-1.21703760854536
0.4,-0.028390877175938,-1.62027943404318,-0.0481753582916378,-1.62430820845694,-0.0595707390882421,-0.0646553692361325,-0.219299438159562,-0.371683778638933,-0.375115414569617,-0.403844405368773,-0.456997508554933,-0.496446549874358,-1.15142762220109,-1.85061181800178,-1.99895232303192,-2.03005883748125,-2.36966392291533,-2.57820962355425
0.6,-0.0995228646263813,-1.73728538294572,-0.170900736800841,-1.75213997951548,-0.206757890110318,-0.224681688420704,-0.513145740360379,-0.825452908598395,-0.890934961862033,-0.905732389889979,-1.05634355440678,-1.1491619471714,-1.78409541200376,-2.66153337817534,-3.16083385955876,-2.96632333827809,-3.61156313055427,-3.93617292632173
0.8,-0.241853670566156,-1.96011139715612,-0.419891716347139,-1.99803290398284,-0.497950244561859,-0.541666980837884,-0.929646901906168,-1.42349688501052,-1.63610284252689,-1.57856307518069,-1.8924956093133,-2.06117895960055,-2.36768004421056,-3.28120478945721,-4.27279180166156,-3.72617491996948,-4.71713277690962,-5.14874733187385
1,-0.478537126970913,-2.31334183754199,-0.839252293985167,-2.39215520476731,-0.976992969447294,-1.06370355253618,-1.45314190401015,-2.12109124127986,-2.58923161469415,-2.37988166043505,-2.9265297291743,-3.19072433807116,-2.84558140393561,-3.64917293232936,-5.22309020015579,-4.24216611558257,-5.57365337942953,-6.09334427126839
1.2,-0.828544829092439,-2.81158724862844,-1.46668372677716,-2.95501495217712,-1.67786401380803,-1.82827082327333,-2.05791861265152,-2.86416190189208,-3.70831530938315,-3.25648047215927,-4.09964148657417,-4.47450049186372,-3.17464997008581,-3.73312063188286,-5.91897645209538,-4.47496750616204,-6.09666540458092,-6.67905453293753
1.4,-1.30495261242372,-3.45820075227568,-2.32980426166359,-3.69589641682668,-2.62132238780688,-2.85862728372875,-2.7113049470558,-3.59523884941553,-4.93546104849986,-4.15036326528604,-5.33965540061241,-5.83493601710774,-3.3289057358865,-3.53157762523709,-6.29558317465632,-4.41621448065083,-6.23792549698866,-6.85510173952208
1.6,-1.91390745751639,-4.24521697226252,-3.44357386238323,-4.61252358112229,-3.81299153215002,-4.16179265603676,-3.37731870172297,-4.25961474205487,-6.20310368103127,-5.0049386058596,-6.5687313676452,-7.18868668348528,-3.30136206691934,-3.07324724458853,-6.32172459185063,-4.08794344830262,-5.98931927853283,-6.61478899623026
1.8,-2.65434726924078,-5.15448696310497,-4.80905378659678,-5.69192874792039,-5.24303307936845,-5.72827692969003,-4.0204781194065,-4.81103735486314,-7.44101598464881,-5.77076843407596,-7.71141504290647,-8.45544078422147,-3.10380289267939,-2.41306975704882,-6.0019901209193,-3.53876341014584,-5.38236942775631,-5.99458233770942
2,-3.51846486866552,-6.15985330743163,-6.41358417014994,-6.91237481903632,-6.8873918017816,-7.53352026616353,-4.60936758711149,-5.21632608131046,-8.58334902566739,-6.41026420000235,-8.70215691089216,-9.56606657892105,-2.76458780405347,-1.62550859085955,-5.37496008393348,-2.83727260118218,-4.48347940757226,-5.06852617205779
2.2,-4.49282937179472,-7.23009948892547,-8.23230913450207,-8.24607062516406,-8.71042357468401,-9.54082279952259,-5.11958961475942,-5.4584319184217,-9.57494635836197,-6.90085629084284,-9.49150165907445,-10.4692319113512,-2.32477435634336,-0.795852080685716,-4.50780809720585,-2.06353001521357,-3.38553273119105,-3.93870908282319
2.4,-5.56001141837388,-8.33232898157166,-10.2308357611639,-9.66234156304779,-10.6685737523408,-11.7053868319588,-5.53581081180488,-5.53764195253564,-10.3762702147375,-7.23634653849858,-10.0503153542269,-11.1358151548585,-1.83302609989905,-0.0105360542333928,-3.48796051449425,-1.29959419528196,-2.19686958369064,-2.72293305765856
2.6,-6.70051055845552,-9.43539064894441,-12.3686966486509,-11.1308807641185,-12.7146693820194,-13.9789830556892,-5.85271673013255,-5.47084204092066,-10.9664461032434,-7.4263664709568,-10.3716524977503,-11.5606895748721,-1.33989880112115,0.652412112361125,-2.41280825762126,-0.62022459614636,-1.0289410721403,-1.54103617501131
2.8,-7.89475841759117,-10.5129717988618,-14.6032085559699,-12.6247123716854,-14.8023362020051,-16.3146989943975,-6.07481568632841,-5.28897044420485,-11.3441541869066,-7.49408068070953,-10.4701402325278,-11.7617688564644,-0.892152717891054,1.13173922945037,-1.37867309130988,-0.0847961841662828,0.0159345810903118,-0.501445166685383
3,-9.12497224178004,-11.5460273306271,-16.8932900328952,-14.1225464792939,-16.8900553032464,-18.6712368614933,-6.21516063741422,-5.03299543037921,-11.5263452102324,-7.47247017632556,-10.3790403338298,-11.7765141906227,-0.527720384697568,1.38922704726921,-0.470295612605468,0.268687180388951,0.85533242183314,0.310522555942121
3.2,-10.3766593451991,-12.5242967502618,-19.2028215281198,-15.6102883470192,-18.944432992204,-21.0162972355045,-6.2931762827149,-4.74890863590319,-11.5450063487346,-7.39968265791297,-10.1454081704169,-11.6563868338357,-0.271870387991088,1.41318999827066,0.24797054060422,0.426859525977041,1.43481862096583,0.841318995542958
3.4,-11.6396203261508,-13.4467702483001,-21.5031989781754,-17.0815721945531,-20.9423627670436,-23.3287052058756,-6.33187269158778,-4.48232562139037,-11.4424193863881,-7.31402852858196,-9.82397197737702,-11.4599521852683,-0.134959363661822,1.21888029592602,0.738293466249838,0.401250032007383,1.73254254042249,1.07387571312114
3.6,-12.9083618098165,-14.3210875302771,-23.7748376155142,-18.5373090491797,-22.8718971163046,-25.5990920451723,-6.35478675677906,-4.27331508630154,-11.2655151649454,-7.24922365439542,-9.47048278113209,-11.2454774763338,-0.111974866604547,0.845831653056651,0.992191463090535,0.225599399891491,1.75990750406572,1.02792763749513
3.8,-14.1819004122303,-15.1619743687215,-26.0075136474062,-19.9843546132331,-24.7318021322469,-27.8291191798392,-6.38301256873752,-4.15203634553991,-11.0600161557874,-7.23043127909382,-9.13532184286037,-11.0639008359964,-0.183863276322377,0.352523776546925,1.02981921671654,-0.0493533283797433,1.55837254705096,0.756032220498217
4,-15.463010340294,-15.9889280082794,-28.1995717359079,-21.4335033354991,-26.5299211768238,-30.0294017439456,-6.43266003543176,-4.13565707067039,-10.8650640207387,-7.27154330083576,-8.85809612042685,-10.9529824182372,-0.320433770062579,-0.190950106133683,0.895896960596937,-0.36291516656802,1.19288924904891,0.335864828419602
4.2,-16.7570295002605,-16.8234417135708,-30.3561591724551,-22.8970874547123,-28.2806071520865,-32.2164365356855,-6.51302117037811,-4.22686369207217,-10.7089518037059,-7.37397991625728,-8.66381160948605,-10.9332881610253,-0.484454858820711,-0.711315413376677,0.652860823584293,-0.652418097328354,0.742860345040564,-0.14020662964766
4.4,-18.0703862659946,-17.6861023814711,-32.4867577258346,-24.3864968698823,-30.0015811537708,-34.4089470326373,-6.62563319386074,-4.41408484229678,-10.6064313317172,-7.52709656098871,-8.56100798690312,-11.0064240640521,-0.636433579401516,-1.140644642291,0.372130896672998,-0.861148004685961,0.291775868649867,-0.576968218801085
4.6,-19.4090361479851,-18.5938990351851,-34.6023587408402,-25.9099337979745,-31.7106277651978,-36.6241145046092,-6.76431804037461,-4.67334686308727,-10.5578643319237,-7.71009131892361,-8.54199172797737,-11.1556623117844,-0.739502778212971,-1.42399195848217,0.12460016860273,-0.945270334604006,-0.0831919505540637,-0.888189821302923
4.8,-20.7770019389864,-19.558044697027,-36.7126579905752,-27.4706765330022,-33.4225390013689,-38.8741637102443,-6.91616213836937,-4.97149346216926,-10.5502556265521,-7.89512798554241,-8.58504907512898,-11.3488135240134,-0.763845195871435,-1.525272932752,-0.0284809977166667,-0.878943534523796,-0.32038435376038,-1.00703442808588
5,-22.175192617011,-20.582544706003,-38.8236312006889,-29.0660549308028,-35.1466711399064,-41.1637155100363,-7.06329196216621,-5.27035072606898,-10.5599765551947,-8.05125065854688,-8.65828576262166,-11.5429359720432,-0.69015242362568,-1.4307559451665,-0.0431207490312191,-0.657049504170794,-0.380571623674782,-0.893842221730571
5.2,-23.6006381037364,-21.6636500098184,-40.9357918578098,-30.6872459365004,-36.8853884951839,-43.488214854306,-7.1852122361264,-5.53132084496087,-10.5567841812466,-8.14858099038212,-8.72455498065853,-11.6902634757377,-0.511742731168869,-1.1498289684616,0.102199557719756,-0.29527207449645,-0.250822968037202,-0.54042290693514
5.4,-25.0462238898346,-22.7902260837066,-43.0433379024416,-32.3198924928276,-38.6335476759317,-45.8336043919213,-7.26141460840283,-5.71985345219564,-10.5085909156149,-8.16226813515286,-8.74681999399368,-11.7446026516311,-0.235128308422642,-0.713035695512767,0.404304733210653,0.172417483101797,0.0550439319079928,0.0295757641429144
5.6,-26.500948141624,-23.9449599866448,-45.134275405634,-33.9454465024381,-40.3790404882593,-48.1772585947986,-7.27394124388654,-5.80927505816808,-10.3863574846607,-8.07570520182052,-8.69326550746083,-11.6674112838845,0.12099077162918,-0.167698345472584,0.836315800272054,0.6984947059036,0.499380515713994,0.764177814660087
5.8,-27.950661591393,-25.1062324649171,-47.1914802359659,-35.5430486080013,-42.1042803421805,-50.49003971142,-7.20960193296736,-5.78354937880364,-10.168478671841,-7.88262808355911,-8.54152440960941,-11.4328256873996,0.528143926158575,0.428277484067444,1.35166958505831,1.22820000442468,1.02652686912542,1.58995891322068
6,-29.3791945996642,-26.2504099663853,-49.1945387846564,-37.0916948058706,-43.7884021034602,-52.7392033789065,-7.06159235148665,-5.63868198261392,-9.84410539734784,-7.58785933638994,-8.28151566378838,-11.0310474870486,0.951595953368924,1.01362022376578,1.89061606191096,1.70662425367664,1.57072176827621,2.42139485717198
6.2,-30.7697326349793,-27.3542708739919,-51.1221107088013,-38.5724094676465,-45.4098625137083,-54.8917839092183,-6.83033837524941,-5.38265362790167,-9.41498847628568,-7.20663260665171,-7.91657737596751,-10.469710519728,1.35449987419669,1.53103615490093,2.38834277048045,2.08566813148897,2.06505266825638,3.17149965217892
